hostname,os_family,os_version,cpu_cores,memory_gb,gpu_present,domain_joined,open_ports,running_services,software_indicators,ad_groups,privilege_level,workstation_role,confidentiality,integrity,availability,record_source,confidence,is_synthetic
wks-0104,Ubuntu Desktop,22.04,4,8,True,True,[ 22 631],['EDR Agent' 'OneDrive Sync' 'Print Spooler'],['Adobe Creative Cloud' 'Blender' 'Figma'],['HR' 'Training'],Power User,Graphic Design Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.95,True
wks-0105,Windows,10,16,16,False,True,[135],['EDR Agent' 'OneDrive Sync'],['Office' 'Teams' 'Zoom'],['IT Operations'],Local Admin,Executive Workstation,High,High,Moderate,synthetic_ml_seed,0.95,True
wks-0106,macOS,13,8,16,False,True,[22],['Backup Agent' 'Print Spooler'],['Chrome' 'Firefox' 'Office' 'VS Code'],['Engineering'],Standard User,Training Lab Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.88,True
wks-0107,Windows,11,8,16,False,True,[8888],[],['Chrome' 'Postman' 'Selenium' 'VPN Client'],['Data Scientists' 'Domain Users'],Standard User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.79,True
wks-0108,Ubuntu Desktop,22.04,8,16,False,True,[ 22 631],['Backup Agent' 'Defender'],['Chrome' 'Office' 'VS Code'],['Developers' 'Executives'],Local Admin,Training Lab Workstation,Moderate,High,Moderate,synthetic_rules,0.78,True
wks-0109,Windows,11,4,32,False,True,[139],['Backup Agent' 'EDR Agent' 'RDP'],['Chrome' 'Postman' 'Selenium' 'Teams'],['Call Center' 'Developers'],Power User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.86,True
wks-0110,Ubuntu Desktop,22.04,16,16,False,True,[ 22 631],[],"['Chrome' 'Office' 'PowerShell' 'PuTTY' 'RSAT' 'Teams'
 'VMware Workstation']",['HR' 'Help Desk'],Local Admin,IT Admin Workstation,High,High,Moderate,synthetic_rules,0.84,True
wks-0111,Windows,11,4,16,False,True,[ 139 3389],['RDP' 'SSH'],['POS Client' 'Receipt Printer Driver' 'Teams' 'VPN Client' 'Zoom'],['Help Desk'],Standard User,Point of Sale Workstation,Moderate,Moderate,High,synthetic_hybrid,0.92,True
wks-0112,Ubuntu Desktop,22.04,16,32,False,True,[22],['EDR Agent' 'OneDrive Sync' 'SSH'],['Chrome' 'Office' 'Teams' 'Zoom'],['IT Operations'],Standard User,Standard User Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.83,True
wks-0113,macOS,14,8,32,True,False,[8000],['Defender' 'OneDrive Sync' 'Print Spooler' 'SSH'],['Anaconda' 'Jupyter' 'PyTorch' 'Python' 'RStudio' 'TensorFlow'],['IT Operations' 'Training'],Standard User,Data Science Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.78,True
wks-0114,Windows,11,32,8,False,True,[ 135  139 3389],['Print Spooler' 'SSH' 'VPN Client'],['Excel' 'Power BI Desktop' 'SAP GUI' 'VPN Client'],['Data Scientists'],Standard User,Finance Workstation,High,High,Moderate,synthetic_hybrid,0.74,True
wks-0115,Windows,10,8,16,False,True,[ 135  139 3389 8000],['Defender' 'OneDrive Sync'],['Chrome' 'Office' 'Postman' 'Selenium' 'Zoom'],['HR' 'SOC'],Local Admin,QA Test Workstation,Moderate,High,Moderate,synthetic_rules,0.87,True
wks-0116,Windows,10,4,32,False,True,[139],['Defender' 'VPN Client'],['Office' 'Teams' 'Zoom'],['Engineering' 'Retail'],Standard User,Executive Workstation,High,High,Moderate,synthetic_ml_seed,0.73,True
wks-0117,Windows,10,8,8,True,True,[135],['OneDrive Sync' 'Print Spooler'],['PuTTY' 'RDP' 'ServiceNow' 'Teams'],['Finance' 'IT Operations'],Standard User,Help Desk Workstation,Moderate,Moderate,High,synthetic_hybrid,0.71,True
wks-0118,Windows,11,4,16,False,True,[ 135  139  445 3389],['Backup Agent' 'EDR Agent'],['Firefox' 'PowerShell' 'PuTTY' 'RSAT' 'Teams' 'VMware Workstation'],['SOC'],Local Admin,IT Admin Workstation,High,High,Moderate,synthetic_rules,0.88,True
wks-0119,Ubuntu Desktop,22.04,8,16,True,True,[  22 8000 8888],['Print Spooler' 'VPN Client'],['Docker Desktop' 'Git' 'IntelliJ' 'Node.js' 'PyCharm' 'VS Code'],['Data Scientists' 'Developers' 'SOC'],Local Admin,Developer Workstation,Moderate,High,Moderate,synthetic_hybrid,0.75,True
wks-0120,macOS,13,32,8,True,True,[ 22 631],[],['Adobe Creative Cloud' 'Blender' 'Figma'],['Help Desk' 'QA'],Standard User,Graphic Design Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.75,True
wks-0121,macOS,13,8,16,False,False,[ 22 631],['OneDrive Sync' 'VPN Client'],['CRM Client' 'Chrome' 'Softphone'],['IT Operations' 'Training'],Power User,Call Center Workstation,Moderate,Moderate,High,synthetic_hybrid,0.94,True
wks-0122,macOS,13,4,64,True,False,[22],['OneDrive Sync' 'VPN Client'],['Chrome' 'Firefox' 'Office' 'VS Code'],['HR'],Standard User,Training Lab Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.88,True
wks-0123,Windows,11,4,16,False,True,[ 139 8888],['Print Spooler' 'VPN Client'],['Docker Desktop' 'Git' 'IntelliJ' 'Node.js' 'Office' 'PyCharm' 'VS Code'],['Developers' 'Domain Users' 'Executives'],Standard User,Developer Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.98,True
wks-0124,macOS,14,32,8,False,False,[ 22 631],['EDR Agent' 'Print Spooler'],['Office' 'Teams' 'Zoom'],['Engineering'],Standard User,Executive Workstation,High,High,Moderate,synthetic_rules,0.7,True
wks-0125,Windows,10,16,16,True,True,[ 135  445 3389],[],['Chrome' 'Office' 'Teams' 'Zoom'],['Call Center' 'Engineering'],Power User,Standard User Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.74,True
wks-0126,Windows,10,8,32,False,True,[ 139  445 3389 8000],['EDR Agent' 'OneDrive Sync'],"['Chrome' 'Docker Desktop' 'Git' 'IntelliJ' 'Node.js' 'PyCharm'
 'VPN Client' 'VS Code']",['Developers' 'IT Operations'],Standard User,Developer Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.95,True
wks-0127,Windows,11,8,8,True,True,[135 139],['EDR Agent' 'OneDrive Sync' 'Print Spooler' 'VPN Client'],['Adobe Creative Cloud' 'Blender' 'Figma' 'VPN Client'],['HR' 'Help Desk'],Standard User,Graphic Design Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.98,True
wks-0128,Ubuntu Desktop,22.04,8,8,True,True,[ 22 631],['OneDrive Sync' 'RDP' 'SSH' 'VPN Client'],['AutoCAD' 'MATLAB' 'SolidWorks'],['Call Center' 'Data Scientists'],Local Admin,Engineering CAD Workstation,Moderate,High,Moderate,synthetic_rules,0.76,True
wks-0129,Ubuntu Desktop,22.04,32,16,False,True,[ 22 631],['Defender' 'VPN Client'],['Excel' 'Office' 'Power BI Desktop' 'SAP GUI'],['QA'],Standard User,Finance Workstation,High,High,Moderate,synthetic_hybrid,0.86,True
wks-0130,Windows,11,32,16,False,True,[ 445 3389],['Defender' 'VPN Client'],['CRM Client' 'Chrome' 'Softphone' 'VPN Client'],['QA' 'Retail'],Power User,Call Center Workstation,Moderate,Moderate,High,synthetic_ml_seed,0.92,True
wks-0131,Windows,11,4,16,True,True,[ 135  139  445 3389],['EDR Agent' 'OneDrive Sync' 'Print Spooler' 'SSH'],['Adobe Creative Cloud' 'Blender' 'Chrome' 'Figma' 'Office' 'Teams'],['Call Center' 'Engineering'],Power User,Graphic Design Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.75,True
wks-0132,Windows,11,8,8,False,True,[ 135  445 3389],[],['PowerShell' 'PuTTY' 'RSAT' 'Teams' 'VMware Workstation' 'VPN Client'],['Data Scientists' 'Help Desk'],Privileged Admin,IT Admin Workstation,High,High,Moderate,synthetic_hybrid,0.7,True
wks-0133,Windows,11,16,16,False,True,[ 445 3389],['Backup Agent' 'EDR Agent' 'OneDrive Sync' 'RDP'],['Chrome' 'PuTTY' 'RDP' 'ServiceNow' 'Teams' 'VPN Client'],['Executives'],Standard User,Help Desk Workstation,Moderate,Moderate,High,synthetic_hybrid,0.91,True
wks-0134,Windows,10,8,32,False,True,[ 135  139  445 3389],['OneDrive Sync' 'VPN Client'],['Chrome' 'Office' 'POS Client' 'Receipt Printer Driver'],['Engineering'],Local Admin,Point of Sale Workstation,Moderate,High,High,synthetic_rules,0.7,True
wks-0135,Windows,11,8,8,True,True,[ 135  139  445 3389],[],['Chrome' 'Firefox' 'Office' 'VS Code'],['IT Operations'],Local Admin,Training Lab Workstation,Moderate,High,Moderate,synthetic_hybrid,0.9,True
wks-0136,Windows,10,4,8,False,True,[8000],['OneDrive Sync' 'Print Spooler' 'RDP'],['Docker Desktop' 'Git' 'IntelliJ' 'Node.js' 'Office' 'PyCharm' 'VS Code'],['Call Center' 'Developers'],Standard User,Developer Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.77,True
wks-0137,macOS,13,8,8,False,True,[ 22 631],['EDR Agent' 'OneDrive Sync' 'SSH'],['POS Client' 'Receipt Printer Driver' 'Teams'],['Call Center' 'Data Scientists'],Power User,Point of Sale Workstation,Moderate,Moderate,High,synthetic_rules,0.76,True
wks-0138,Windows,10,4,32,False,True,[ 135  139 3389],[],['Chrome' 'KioskShell'],['QA'],Power User,Kiosk Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.97,True
wks-0139,Ubuntu Desktop,22.04,32,64,False,True,[631],['EDR Agent' 'Print Spooler'],['Chrome' 'Firefox' 'Office' 'Teams' 'Workday'],['Data Scientists' 'IT Operations'],Standard User,HR Workstation,High,High,Moderate,synthetic_ml_seed,0.98,True
wks-0140,Windows,11,8,8,False,True,[ 445 3389],['Defender' 'OneDrive Sync' 'Print Spooler' 'VPN Client'],['POS Client' 'Receipt Printer Driver'],['Call Center' 'Executives'],Standard User,Point of Sale Workstation,Moderate,Moderate,High,synthetic_rules,0.87,True
wks-0141,Windows,10,8,64,False,True,[ 139 3389],['Backup Agent' 'VPN Client'],['CRM Client' 'Chrome' 'Office' 'Softphone' 'VPN Client'],['Developers' 'Retail'],Standard User,Call Center Workstation,Moderate,Moderate,High,synthetic_ml_seed,0.77,True
wks-0142,Windows,10,4,64,False,True,[ 135  445 3389],['Backup Agent' 'EDR Agent' 'SSH'],['PuTTY' 'RDP' 'ServiceNow' 'Teams'],['HR'],Local Admin,Help Desk Workstation,Moderate,High,High,synthetic_ml_seed,0.75,True
wks-0143,Windows,11,8,8,False,True,[445],['Backup Agent' 'Print Spooler' 'SSH'],['Office' 'Teams' 'Workday'],['Developers'],Power User,HR Workstation,High,High,Moderate,synthetic_rules,0.78,True
wks-0144,Windows,10,4,8,False,True,[ 445 3389],['Defender' 'OneDrive Sync' 'Print Spooler' 'VPN Client'],['Office' 'Teams' 'Zoom'],['Developers' 'Training'],Power User,Executive Workstation,High,High,Moderate,synthetic_rules,0.84,True
wks-0145,Windows,10,8,32,True,True,[ 135  139  445 3389],[],['Firefox' 'PuTTY' 'RDP' 'ServiceNow' 'Teams'],['Executives'],Standard User,Help Desk Workstation,Moderate,Moderate,High,synthetic_ml_seed,0.98,True
wks-0146,Windows,11,32,64,True,True,[135],['Defender' 'RDP' 'VPN Client'],"['Anaconda' 'Chrome' 'Jupyter' 'Office' 'PyTorch' 'Python' 'RStudio'
 'TensorFlow' 'VPN Client']",['QA' 'SOC'],Local Admin,Data Science Workstation,Moderate,High,Moderate,synthetic_rules,0.79,True
wks-0147,Windows,11,8,8,False,True,[139],['Backup Agent' 'Print Spooler' 'RDP'],['Chrome' 'Office' 'Teams' 'Zoom'],['IT Operations' 'QA'],Local Admin,Executive Workstation,High,High,Moderate,synthetic_rules,0.76,True
wks-0148,macOS,13,4,64,False,True,[631],['Defender' 'OneDrive Sync' 'RDP'],['Chrome' 'Office' 'Teams'],['QA' 'SOC'],Standard User,Standard User Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.8,True
wks-0149,Windows,11,16,8,False,True,[ 135 3389],['Backup Agent' 'Print Spooler'],['Office' 'Teams' 'VPN Client' 'Workday'],['Call Center'],Standard User,HR Workstation,High,High,Moderate,synthetic_ml_seed,0.79,True
wks-0150,Windows,10,8,8,True,True,[ 135  445 3389],['Backup Agent' 'Defender' 'Print Spooler'],['AutoCAD' 'Chrome' 'MATLAB' 'SolidWorks'],['Help Desk'],Standard User,Engineering CAD Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.88,True
wks-0151,Windows,11,16,64,False,True,[139],['Backup Agent' 'Print Spooler' 'SSH' 'VPN Client'],['Chrome' 'Office' 'Teams'],['Retail'],Local Admin,Standard User Workstation,Moderate,High,Moderate,synthetic_hybrid,0.84,True
wks-0152,Windows,11,4,64,True,True,[ 135  445 8000 8888],['Defender' 'EDR Agent' 'VPN Client'],['Anaconda' 'Jupyter' 'PyTorch' 'Python' 'RStudio' 'TensorFlow'],['Developers'],Local Admin,Data Science Workstation,Moderate,High,Moderate,synthetic_ml_seed,0.77,True
wks-0153,Windows,10,4,8,False,True,[ 135  139  445 3389],['Backup Agent' 'Defender' 'EDR Agent'],"['Firefox' 'Office' 'PowerShell' 'PuTTY' 'RSAT' 'VMware Workstation'
 'Zoom']",['SOC'],Privileged Admin,IT Admin Workstation,High,High,Moderate,synthetic_hybrid,0.93,True
wks-0154,Windows,11,4,16,False,True,[3389],['OneDrive Sync' 'Print Spooler'],['PuTTY' 'RDP' 'ServiceNow' 'Teams'],['HR' 'QA'],Standard User,Help Desk Workstation,Moderate,Moderate,High,synthetic_ml_seed,0.91,True
wks-0155,Windows,10,16,8,True,True,[3389],['OneDrive Sync' 'SSH' 'VPN Client'],['Adobe Creative Cloud' 'Blender' 'Chrome' 'Figma' 'Firefox'],['Domain Users' 'Retail'],Power User,Graphic Design Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.71,True
wks-0156,Windows,11,8,8,True,True,[135 445],['EDR Agent' 'Print Spooler'],['AutoCAD' 'MATLAB' 'SolidWorks' 'Zoom'],['Engineering'],Standard User,Engineering CAD Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.87,True
wks-0157,Windows,11,8,64,False,True,[135],['EDR Agent' 'Print Spooler' 'RDP' 'SSH'],['Excel' 'Power BI Desktop' 'SAP GUI'],['Developers'],Local Admin,Finance Workstation,High,High,Moderate,synthetic_rules,0.7,True
wks-0158,macOS,14,32,64,False,True,[22],['Defender' 'EDR Agent' 'OneDrive Sync'],['Chrome' 'Firefox' 'Office' 'VPN Client' 'VS Code'],['IT Operations'],Power User,Training Lab Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.94,True
wks-0159,macOS,14,32,16,False,True,[ 22 631],['Backup Agent' 'Defender' 'EDR Agent' 'OneDrive Sync'],['Excel' 'Firefox' 'Office' 'Power BI Desktop' 'SAP GUI' 'VPN Client'],['QA'],Standard User,Finance Workstation,High,High,Moderate,synthetic_hybrid,0.76,True
wks-0160,Windows,11,4,16,False,True,[ 135 3389],['Backup Agent' 'Print Spooler' 'SSH'],['Chrome' 'Office' 'Teams' 'VPN Client' 'VS Code'],['Retail'],Power User,Training Lab Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.82,True
wks-0161,Windows,10,4,16,False,True,[ 135  139  445 3389],['Defender' 'EDR Agent' 'Print Spooler'],['PowerShell' 'PuTTY' 'RSAT' 'VMware Workstation'],['Call Center' 'SOC'],Local Admin,IT Admin Workstation,High,High,Moderate,synthetic_ml_seed,0.73,True
wks-0162,macOS,13,8,16,False,True,[ 22 631],[],['Chrome' 'KioskShell'],['Help Desk'],Power User,Kiosk Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.82,True
wks-0163,Windows,11,16,32,False,True,[139],['Backup Agent' 'OneDrive Sync' 'SSH'],['CRM Client' 'Chrome' 'Softphone'],['Training'],Power User,Call Center Workstation,Moderate,Moderate,High,synthetic_rules,0.78,True
wks-0164,Windows,11,4,32,False,True,[135 139],['Backup Agent' 'RDP'],['Excel' 'Firefox' 'Power BI Desktop' 'SAP GUI'],['Engineering' 'Help Desk'],Standard User,Finance Workstation,High,High,Moderate,synthetic_hybrid,0.99,True
wks-0165,Windows,11,32,64,True,True,[ 139 3389],['Backup Agent' 'OneDrive Sync' 'Print Spooler' 'RDP'],['AutoCAD' 'Firefox' 'MATLAB' 'SolidWorks' 'Teams' 'VPN Client'],['Help Desk' 'Retail'],Power User,Engineering CAD Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.73,True
wks-0166,Windows,10,16,16,False,True,[135 139],['Defender' 'OneDrive Sync' 'Print Spooler' 'RDP'],['Office' 'Teams' 'Zoom'],['Domain Users'],Standard User,Executive Workstation,High,High,Moderate,synthetic_rules,0.72,True
wks-0167,Windows,10,8,32,True,True,[445],['Defender' 'OneDrive Sync' 'Print Spooler' 'VPN Client'],['Burp Suite' 'Splunk' 'Sysinternals' 'Wireshark'],['Finance'],Power User,SOC Analyst Workstation,High,High,Moderate,synthetic_rules,0.7,True
wks-0168,Windows,11,8,16,False,True,[ 135  139  445 3389],[],['Office' 'Teams' 'VPN Client' 'Workday'],['HR'],Power User,HR Workstation,High,High,Moderate,synthetic_hybrid,0.8,True
wks-0169,Windows,10,8,16,True,True,[3389],[],['AutoCAD' 'MATLAB' 'SolidWorks' 'Zoom'],['Engineering' 'SOC'],Standard User,Engineering CAD Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.99,True
wks-0170,Windows,11,8,64,True,True,[135],['Defender' 'Print Spooler' 'SSH'],"['Chrome' 'Docker Desktop' 'Git' 'IntelliJ' 'Node.js' 'PyCharm' 'Teams'
 'VS Code']",['Developers' 'Engineering' 'Executives'],Local Admin,Developer Workstation,Moderate,High,Moderate,synthetic_hybrid,0.74,True
wks-0171,macOS,13,8,16,True,True,[22],['OneDrive Sync' 'Print Spooler' 'SSH'],['Burp Suite' 'Splunk' 'Sysinternals' 'Teams' 'Wireshark'],['Finance' 'IT Operations'],Privileged Admin,SOC Analyst Workstation,High,High,Moderate,synthetic_ml_seed,0.72,True
wks-0172,macOS,14,4,32,True,False,[  22 8888],['Backup Agent' 'EDR Agent' 'OneDrive Sync' 'RDP'],['Chrome' 'Postman' 'Selenium' 'Teams'],['Finance'],Standard User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.75,True
wks-0173,macOS,13,8,64,False,False,[ 22 631],['Backup Agent' 'EDR Agent' 'OneDrive Sync' 'SSH'],['Burp Suite' 'Chrome' 'Splunk' 'Sysinternals' 'Wireshark'],['Executives' 'Help Desk'],Standard User,SOC Analyst Workstation,High,High,Moderate,synthetic_rules,0.94,True
wks-0174,Ubuntu Desktop,22.04,32,64,True,True,[  22  631 8888],[],"['Anaconda' 'Chrome' 'Jupyter' 'Office' 'PyTorch' 'Python' 'RStudio'
 'TensorFlow' 'Zoom']",['Executives' 'Help Desk'],Power User,Data Science Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.78,True
wks-0175,Windows,11,8,64,True,True,[ 135 8000 8888],['RDP' 'SSH' 'VPN Client'],['Docker Desktop' 'Git' 'IntelliJ' 'Node.js' 'PyCharm' 'VS Code'],['Developers' 'Executives' 'QA'],Standard User,Developer Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.91,True
wks-0176,macOS,14,8,32,True,True,[ 22 631],[],['Adobe Creative Cloud' 'Blender' 'Figma'],['Executives' 'HR'],Standard User,Graphic Design Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.78,True
wks-0177,macOS,14,32,64,True,True,[22],['OneDrive Sync' 'SSH' 'VPN Client'],['Chrome' 'Office' 'Teams'],['SOC'],Standard User,Standard User Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.96,True
wks-0178,Windows,11,32,8,False,True,[139],['Defender' 'SSH'],['POS Client' 'Receipt Printer Driver'],['HR' 'Training'],Standard User,Point of Sale Workstation,Moderate,Moderate,High,synthetic_rules,0.89,True
wks-0179,macOS,13,8,32,True,True,[631],['Defender' 'OneDrive Sync'],['Office' 'Teams' 'Workday'],['Domain Users' 'IT Operations'],Power User,HR Workstation,High,High,Moderate,synthetic_ml_seed,0.89,True
wks-0180,macOS,14,4,8,False,False,[8000],[],['Chrome' 'Postman' 'Selenium' 'VPN Client'],['Retail'],Standard User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.73,True
wks-0181,Windows,10,8,64,True,True,[445],['EDR Agent' 'Print Spooler' 'SSH'],['Adobe Creative Cloud' 'Blender' 'Chrome' 'Figma' 'Teams' 'VPN Client'],['IT Operations' 'Retail'],Standard User,Graphic Design Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.75,True
wks-0182,Windows,10,8,8,True,True,[ 135  139  445 3389],['Defender' 'EDR Agent' 'OneDrive Sync' 'RDP'],['AutoCAD' 'MATLAB' 'SolidWorks'],['Developers'],Standard User,Engineering CAD Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.72,True
wks-0183,Windows,11,8,16,False,True,[ 135  139 3389 5601],[],['Burp Suite' 'Splunk' 'Sysinternals' 'VPN Client' 'Wireshark' 'Zoom'],['Domain Users' 'Executives'],Standard User,SOC Analyst Workstation,High,High,Moderate,synthetic_rules,0.7,True
wks-0184,Ubuntu Desktop,22.04,16,16,True,True,[22],['Backup Agent' 'Defender' 'EDR Agent' 'Print Spooler'],['AutoCAD' 'MATLAB' 'Office' 'SolidWorks'],['Help Desk'],Standard User,Engineering CAD Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.82,True
wks-0185,Windows,10,8,8,True,True,[3389],['Defender' 'EDR Agent'],['POS Client' 'Receipt Printer Driver'],['Engineering'],Local Admin,Point of Sale Workstation,Moderate,High,High,synthetic_rules,0.75,True
wks-0186,macOS,13,4,16,False,True,[  22 8000 8888],['Print Spooler' 'RDP' 'SSH'],['Docker Desktop' 'Git' 'IntelliJ' 'Node.js' 'PyCharm' 'VS Code'],['Developers' 'Finance'],Standard User,Developer Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.96,True
wks-0187,macOS,14,16,64,False,True,[ 22 631],[],['Excel' 'Power BI Desktop' 'SAP GUI'],['HR' 'Retail'],Standard User,Finance Workstation,High,High,Moderate,synthetic_hybrid,0.88,True
wks-0188,Windows,10,16,64,True,True,[135 139 445],['Defender' 'SSH'],['AutoCAD' 'MATLAB' 'SolidWorks' 'Teams' 'VPN Client' 'Zoom'],['Executives' 'QA'],Standard User,Engineering CAD Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.79,True
wks-0189,Ubuntu Desktop,22.04,16,16,True,True,[ 631 5601],['Defender' 'EDR Agent' 'OneDrive Sync' 'Print Spooler'],['Burp Suite' 'Splunk' 'Sysinternals' 'Wireshark'],['Developers' 'Retail'],Local Admin,SOC Analyst Workstation,High,High,Moderate,synthetic_rules,0.74,True
wks-0190,Windows,11,32,16,False,True,[ 135  139 3389 5601],['RDP' 'SSH'],['Burp Suite' 'Office' 'Splunk' 'Sysinternals' 'Wireshark'],['QA'],Privileged Admin,SOC Analyst Workstation,High,High,Moderate,synthetic_rules,0.84,True
wks-0191,Windows,11,4,32,False,True,[445],['Backup Agent' 'Defender' 'RDP'],['Office' 'Teams' 'Zoom'],['Developers' 'Finance'],Power User,Executive Workstation,High,High,Moderate,synthetic_rules,0.8,True
